,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.8,49,49,8.8
1,2,44,44,7.68,93,93,8.27
2,3,47,47,8.47,140,140,8.34
3,4,49,49,8.2,189,189,8.3
4,5,52,52,7.96,241,241,8.23
5,6,46,46,6.74,287,287,7.99
6,7,40,40,8.35,327,327,8.03
7,8,40,40,8.0,367,367,8.03
