,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.1,49,49,7.1
1,2,44,44,7.23,93,93,7.16
2,3,49,49,6.65,142,142,6.99
3,4,42,42,8.71,184,184,7.38
4,5,46,46,7.78,230,230,7.46
5,6,41,41,8.8,271,271,7.66
6,7,36,36,8.67,307,307,7.78
7,8,46,46,9.13,353,353,7.96
