,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.27,49,49,8.27
1,2,44,44,8.52,93,93,8.39
2,3,43,43,8.44,136,136,8.4
3,4,47,47,8.62,183,183,8.46
4,5,42,42,8.88,225,225,8.54
5,6,40,40,9.45,265,265,8.68
6,7,41,41,9.54,306,306,8.79
7,8,40,40,9.55,346,346,8.88
