,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.78,49,49,6.78
1,2,44,44,7.25,93,93,7.0
2,3,46,46,7.37,139,139,7.12
3,4,46,46,7.28,185,185,7.16
4,5,45,45,7.87,230,230,7.3
5,6,40,40,7.28,270,270,7.3
6,7,45,45,8.38,315,315,7.45
7,8,40,40,8.4,355,355,7.56
