,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,7.8,40,40,7.8
1,2,44,44,8.0,84,84,7.9
2,3,50,50,4.8,134,134,6.75
3,4,45,45,9.0,179,179,7.31
