,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.0,49,49,8.0
1,2,44,44,8.55,93,93,8.26
2,3,47,47,8.74,140,140,8.42
3,4,49,49,8.27,189,189,8.38
4,5,52,52,7.81,241,241,8.26
5,6,46,46,8.61,287,287,8.31
6,7,40,40,9.2,327,327,8.42
7,8,40,40,8.85,367,367,8.47
