,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.51,49,49,6.51
1,2,44,44,6.48,93,93,6.49
2,3,46,46,6.37,139,139,6.45
3,4,46,46,6.33,185,185,6.42
4,5,39,39,5.77,224,224,6.31
5,6,40,40,5.3,264,264,6.16
6,7,45,45,6.24,309,309,6.17
7,8,38,38,7.68,347,347,6.33
