,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.22,49,49,6.22
1,2,44,44,6.91,93,93,6.55
2,3,43,43,7.4,136,136,6.82
3,4,47,47,7.81,183,183,7.07
4,5,42,42,7.76,225,225,7.2
5,6,40,40,8.05,265,265,7.33
6,7,41,41,8.15,306,306,7.44
7,8,40,40,8.0,346,346,7.5
