,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.92,49,49,7.92
1,2,44,44,6.52,93,93,7.26
2,3,47,47,6.96,140,140,7.16
3,4,49,49,7.41,189,189,7.22
4,5,52,52,8.08,241,241,7.41
5,6,46,46,8.3,287,287,7.55
6,7,40,40,7.25,327,327,7.51
7,8,40,40,9.1,367,367,7.69
