,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.08,49,49,7.08
1,2,44,44,8.11,93,93,7.57
2,3,49,49,7.78,142,142,7.64
3,4,42,42,8.14,184,184,7.76
4,5,46,46,8.43,230,230,7.89
5,6,41,41,8.66,271,271,8.01
6,7,36,36,9.0,307,307,8.12
7,8,46,46,9.48,353,353,8.3
