,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.35,49,49,8.35
1,2,44,44,8.09,93,93,8.23
2,3,44,44,8.52,137,137,8.32
3,4,44,44,8.14,181,181,8.28
4,5,36,36,8.42,217,217,8.3
5,6,47,47,9.04,264,264,8.43
6,7,40,40,8.9,304,304,8.49
7,8,40,40,8.95,344,344,8.55
