,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.12,49,49,6.12
1,2,44,44,5.68,93,93,5.91
2,3,46,46,6.89,139,139,6.24
3,4,46,46,7.87,185,185,6.64
4,5,39,39,7.08,224,224,6.72
5,6,40,40,6.68,264,264,6.71
6,7,45,45,7.38,309,309,6.81
7,8,38,38,7.16,347,347,6.85
