,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,0,0,,0,0,
1,2,10,10,9.0,10,10,9.0
2,3,6,6,10.0,16,16,9.38
