,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.92,49,49,7.92
1,2,44,44,7.39,93,93,7.67
2,3,49,49,8.69,142,142,8.02
3,4,42,42,8.86,184,184,8.21
4,5,46,46,9.37,230,230,8.44
5,6,41,41,8.98,271,271,8.52
6,7,36,36,8.33,307,307,8.5
7,8,46,46,9.48,353,353,8.63
