,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.24,49,49,9.24
1,2,44,44,8.57,93,93,8.92
2,3,43,43,9.33,136,136,9.05
3,4,47,47,9.45,183,183,9.15
4,5,48,48,9.5,231,231,9.23
5,6,40,40,9.8,271,271,9.31
6,7,41,41,8.2,312,312,9.16
7,8,40,40,9.55,352,352,9.21
