,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,7.35,40,40,7.35
1,2,44,44,6.41,84,84,6.86
2,3,50,50,9.4,134,134,7.81
3,4,45,45,9.0,179,179,8.11
