,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,9.55,40,40,9.55
1,2,44,44,9.41,84,84,9.48
2,3,50,50,9.0,134,134,9.3
3,4,45,45,9.0,179,179,9.22
