,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.0,49,49,9.0
1,2,44,44,9.52,93,93,9.25
2,3,43,43,9.51,136,136,9.33
3,4,47,47,9.62,183,183,9.4
4,5,48,48,9.75,231,231,9.48
5,6,40,40,9.7,271,271,9.51
6,7,41,41,9.32,312,312,9.48
7,8,40,40,9.85,352,352,9.53
