Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1201ME39,1,2012,CH101,8,DD,CORE
1201ME39,1,2012,CH110,3,BB,CORE
1201ME39,1,2012,EE101,8,DD,CORE
1201ME39,1,2012,HS101,6,CD,CORE
1201ME39,1,2012,MA101,8,DD,CORE
1201ME39,1,2012,ME110,3,BB,CORE
1201ME39,1,2012,ME111,7,DD,CORE
1201ME39,1,2012,PH101,6,DD,CORE
1201ME39,2,2012,CH102,6,CD,CORE
1201ME39,2,2012,CS101,6,CD,CORE
1201ME39,2,2012,CS110,3,CD,CORE
1201ME39,2,2012,EE102,4,BC,CORE
1201ME39,2,2012,MA102,8,DD,CORE
1201ME39,2,2012,ME101,8,F,CORE
1201ME39,2,2012,PH102,6,DD,CORE
1201ME39,2,2012,PH110,3,CC,CORE
1201ME39,3,2013,CS201,9,DD,CORE
1201ME39,3,2013,HS231,6,BC,HS Elective
1201ME39,3,2013,MA201,8,DD,CORE
1201ME39,3,2013,ME201,6,F,CORE
1201ME39,3,2013,ME204,6,DD,CORE
1201ME39,3,2013,ME205,8,CC,CORE
1201ME39,3,2013,ME211,4,CC,CORE
1201ME39,4,2014,CH201,6,CD,Science Elective
1201ME39,4,2014,EE280,6,DD,CORE
1201ME39,4,2014,EE281,3,CC,CORE
1201ME39,4,2014,HS211,6,CC,HS Elective
1201ME39,4,2014,ME202,6,DD,CORE
1201ME39,4,2014,ME203,6,F,CORE
1201ME39,4,2014,ME206,6,CD,CORE
1201ME39,4,2014,ME210,6,BC,CORE
1201ME39,4,2014,ME212,4,BB,CORE
