,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.67,49,49,7.67
1,2,44,44,8.09,93,93,7.87
2,3,47,47,7.06,140,140,7.6
3,4,49,49,8.12,189,189,7.74
4,5,52,52,7.31,241,241,7.64
5,6,46,46,7.13,287,287,7.56
6,7,40,40,7.0,327,327,7.49
7,8,40,40,7.7,367,367,7.51
