,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.88,49,49,6.88
1,2,44,44,6.75,93,93,6.82
2,3,46,46,8.35,139,139,7.32
3,4,46,46,7.43,185,185,7.35
4,5,39,39,7.77,224,224,7.42
5,6,40,40,6.68,264,264,7.31
6,7,45,45,7.56,309,309,7.35
7,8,38,38,8.26,347,347,7.45
