,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.82,49,49,7.82
1,2,44,44,6.8,93,93,7.33
2,3,46,46,7.91,139,139,7.53
3,4,46,46,8.78,185,185,7.84
4,5,39,39,9.62,224,224,8.15
5,6,40,40,8.5,264,264,8.2
6,7,45,45,8.76,309,309,8.28
7,8,38,38,8.68,347,347,8.33
