,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.33,49,49,7.33
1,2,44,44,6.84,93,93,7.1
2,3,47,47,7.17,140,140,7.12
3,4,49,49,7.59,189,189,7.24
4,5,46,46,6.87,235,235,7.17
5,6,46,46,6.65,281,281,7.09
6,7,40,40,7.85,321,321,7.18
7,8,40,40,7.5,361,361,7.22
