,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.37,49,49,7.37
1,2,44,44,7.5,93,93,7.43
2,3,47,47,7.09,140,140,7.31
3,4,49,49,6.98,189,189,7.23
4,5,52,52,6.0,241,241,6.96
5,6,46,46,6.61,287,287,6.91
6,7,40,40,7.25,327,327,6.95
7,8,40,40,8.25,367,367,7.09
