,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.22,49,49,7.22
1,2,44,44,7.3,93,93,7.26
2,3,43,43,6.95,136,136,7.16
3,4,47,47,6.66,183,183,7.03
4,5,42,42,8.05,225,225,7.22
5,6,40,40,7.7,265,265,7.29
6,7,41,41,6.83,306,306,7.23
7,8,40,40,6.55,346,346,7.15
