,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.33,49,49,6.33
1,2,44,44,5.59,93,93,5.98
2,3,47,47,6.4,140,140,6.12
3,4,49,49,6.49,189,189,6.22
4,5,52,52,5.42,241,241,6.05
5,6,46,46,5.87,287,287,6.02
6,7,40,40,7.05,327,327,6.14
7,8,40,40,7.35,367,367,6.28
