,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.82,49,49,6.82
1,2,44,44,6.59,93,93,6.71
2,3,43,43,7.19,136,136,6.86
3,4,47,47,6.02,183,183,6.64
4,5,42,42,5.17,225,225,6.37
5,6,40,40,5.48,265,265,6.23
6,7,41,41,6.27,306,306,6.24
7,8,40,40,6.3,346,346,6.25
