,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.86,49,49,8.86
1,2,44,44,9.0,93,93,8.92
2,3,43,43,8.86,136,136,8.9
3,4,47,47,9.04,183,183,8.94
4,5,42,42,9.43,225,225,9.03
5,6,40,40,9.32,265,265,9.08
6,7,41,41,9.61,306,306,9.15
7,8,40,40,9.6,346,346,9.2
