Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1211MC03,1,2012,CS501,6,AA,CORE
1211MC03,1,2012,CS507,6,BB,CORE
1211MC03,1,2012,MA501,6,AB,ELECTIVE
1211MC03,1,2012,MA505,6,AB,ELECTIVE
1211MC03,1,2012,MA511,6,AB,CORE
1211MC03,1,2012,MC501,6,AA,CORE
1211MC03,1,2012,MC591,4,AA,CORE
1211MC03,2,2012,CS502,6,AB,ELECTIVE
1211MC03,2,2012,CS504,6,AA,ELECTIVE
1211MC03,2,2012,MA502,6,AB,CORE
1211MC03,2,2012,MA504,6,AA,CORE
1211MC03,2,2012,MA508,6,AA,ELECTIVE
1211MC03,2,2012,MC502,6,AA,CORE
1211MC03,2,2012,MC592,4,AA,CORE
1211MC03,3,2013,MA600,10,AA,CORE
1211MC03,3,2013,MA601,40,AA,CORE
1211MC03,4,2014,MA602,45,AA,CORE
