,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.63,49,49,8.63
1,2,44,44,8.41,93,93,8.53
2,3,47,47,8.11,140,140,8.39
3,4,49,49,8.45,189,189,8.4
4,5,46,46,9.09,235,235,8.54
5,6,46,46,9.48,281,281,8.69
6,7,40,40,9.65,321,321,8.81
7,8,40,40,9.4,361,361,8.88
