,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.94,49,49,8.94
1,2,44,44,7.55,93,93,8.28
2,3,44,44,7.61,137,137,8.07
3,4,44,44,8.5,181,181,8.17
4,5,36,36,8.78,217,217,8.27
5,6,47,47,8.74,264,264,8.36
6,7,40,40,8.05,304,304,8.32
7,8,40,40,9.25,344,344,8.42
