,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.65,49,49,5.65
1,2,44,44,6.61,93,93,6.11
2,3,49,49,5.88,142,142,6.03
3,4,42,42,6.0,184,184,6.02
4,5,52,52,6.42,236,236,6.11
5,6,41,41,7.24,277,277,6.28
6,7,36,36,8.22,313,313,6.5
7,8,46,46,8.0,359,359,6.69
