,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.29,49,49,8.29
1,2,44,44,7.82,93,93,8.06
2,3,46,46,8.46,139,139,8.19
3,4,46,46,6.65,185,185,7.81
4,5,39,39,7.62,224,224,7.78
5,6,40,40,7.75,264,264,7.77
6,7,45,45,7.49,309,309,7.73
7,8,40,40,9.1,349,349,7.89
