,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.16,49,49,8.16
1,2,44,44,7.3,93,93,7.75
2,3,44,44,7.5,137,137,7.67
3,4,44,44,7.02,181,181,7.51
4,5,36,36,7.17,217,217,7.46
5,6,47,47,7.85,264,264,7.53
6,7,40,40,7.3,304,304,7.5
7,8,40,40,7.55,344,344,7.5
