,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.16,49,49,6.16
1,2,44,44,6.07,93,93,6.12
2,3,47,47,6.02,140,140,6.09
3,4,49,49,6.53,189,189,6.2
4,5,46,46,5.26,235,235,6.02
5,6,46,46,5.78,281,281,5.98
6,7,40,40,7.6,321,321,6.18
7,8,40,40,7.65,361,361,6.34
