,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.61,49,49,9.61
1,2,44,44,9.68,93,93,9.65
2,3,43,43,9.67,136,136,9.65
3,4,47,47,9.04,183,183,9.5
4,5,48,48,9.75,231,231,9.55
5,6,40,40,9.1,271,271,9.48
6,7,41,41,9.32,312,312,9.46
7,8,40,40,9.25,352,352,9.44
