,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.9,49,49,8.9
1,2,44,44,8.89,93,93,8.89
2,3,47,47,9.55,140,140,9.11
3,4,49,49,9.57,189,189,9.23
4,5,46,46,9.61,235,235,9.31
5,6,46,46,9.87,281,281,9.4
6,7,40,40,9.9,321,321,9.46
7,8,40,40,9.85,361,361,9.5
