,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.67,49,49,5.67
1,2,44,44,6.5,93,93,6.06
2,3,49,49,6.41,142,142,6.18
3,4,42,42,7.14,184,184,6.4
4,5,46,46,7.61,230,230,6.64
5,6,41,41,7.59,271,271,6.79
6,7,36,36,5.72,307,307,6.66
7,8,46,46,7.83,353,353,6.81
