,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.96,49,49,7.96
1,2,44,44,7.75,93,93,7.86
2,3,47,47,7.79,140,140,7.84
3,4,49,49,8.2,189,189,7.93
4,5,46,46,7.61,235,235,7.87
5,6,46,46,8.17,281,281,7.92
6,7,40,40,9.0,321,321,8.05
7,8,40,40,8.25,361,361,8.07
