,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.59,49,49,6.59
1,2,44,44,6.43,93,93,6.52
2,3,46,46,5.76,139,139,6.27
3,4,46,46,5.52,185,185,6.08
4,5,45,45,6.0,230,230,6.07
5,6,40,40,5.58,270,270,5.99
6,7,45,45,5.76,315,315,5.96
7,8,40,40,5.7,355,355,5.93
