,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.0,49,49,7.0
1,2,44,44,6.89,93,93,6.95
2,3,44,44,7.48,137,137,7.12
3,4,44,44,7.34,181,181,7.17
4,5,36,36,7.25,217,217,7.18
5,6,47,47,6.77,264,264,7.11
6,7,40,40,6.85,304,304,7.08
7,8,40,40,7.35,344,344,7.11
