,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.14,49,49,8.14
1,2,44,44,7.89,93,93,8.02
2,3,46,46,7.59,139,139,7.88
3,4,46,46,7.63,185,185,7.82
4,5,45,45,7.67,230,230,7.79
5,6,40,40,7.55,270,270,7.75
6,7,45,45,6.62,315,315,7.59
7,8,38,38,8.05,353,353,7.64
