,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.22,49,49,5.22
1,2,44,44,5.61,93,93,5.41
2,3,46,46,5.48,139,139,5.43
3,4,46,46,5.78,185,185,5.52
4,5,39,39,5.54,224,224,5.52
5,6,40,40,5.05,264,264,5.45
6,7,45,45,6.11,309,309,5.55
7,8,38,38,6.32,347,347,5.63
