,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.06,49,49,7.06
1,2,44,44,6.55,93,93,6.82
2,3,46,46,6.41,139,139,6.68
3,4,46,46,7.7,185,185,6.94
4,5,45,45,7.93,230,230,7.13
5,6,40,40,7.28,270,270,7.15
6,7,45,45,8.64,315,315,7.37
7,8,38,38,8.37,353,353,7.47
