Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1311MC08,1,2013,CS501,6,AA,CORE
1311MC08,1,2013,CS561,6,AA,Elective III
1311MC08,1,2013,MA501,6,AA,CORE
1311MC08,1,2013,MA503,6,AA,Elective I
1311MC08,1,2013,MA509,6,AA,Elective II
1311MC08,1,2013,MC501,6,AA,CORE
1311MC08,1,2013,MC591,4,AA,CORE
1311MC08,2,2014,CS502,6,AA,Elective IV
1311MC08,2,2014,CS549,6,BC,Elective VI
1311MC08,2,2014,CS743,6,AA,Elective V
1311MC08,2,2014,HS514,4,AB,CORE
1311MC08,2,2014,MA502,6,AB,CORE
1311MC08,2,2014,MA504,6,AB,CORE
1311MC08,2,2014,MC502,6,AA,CORE
1311MC08,2,2014,MC592,4,AA,CORE
1311MC08,3,2014,MA600,10,AA,CORE
1311MC08,3,2014,MA601,40,AA,CORE
1311MC08,4,2015,MA602,45,AB,CORE
