,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.65,49,49,8.65
1,2,44,44,7.89,93,93,8.29
2,3,46,46,8.98,139,139,8.52
3,4,46,46,9.17,185,185,8.68
4,5,39,39,9.0,224,224,8.74
5,6,40,40,9.52,264,264,8.86
6,7,45,45,9.78,309,309,8.99
7,8,38,38,9.32,347,347,9.03
