,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.98,49,49,6.98
1,2,44,44,6.89,93,93,6.94
2,3,46,46,6.83,139,139,6.9
3,4,46,46,7.41,185,185,7.03
4,5,39,39,8.0,224,224,7.2
5,6,40,40,7.85,264,264,7.3
6,7,45,45,8.36,309,309,7.45
7,8,38,38,7.16,347,347,7.42
