,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.49,49,49,8.49
1,2,44,44,7.27,93,93,7.91
2,3,47,47,6.6,140,140,7.47
3,4,49,49,7.33,189,189,7.43
4,5,46,46,7.17,235,235,7.38
5,6,46,46,6.13,281,281,7.18
6,7,40,40,7.15,321,321,7.17
7,8,40,40,7.55,361,361,7.22
