,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.04,49,49,6.04
1,2,44,44,4.86,93,93,5.48
2,3,46,46,6.85,139,139,5.94
3,4,46,46,6.67,185,185,6.12
4,5,39,39,7.38,224,224,6.34
5,6,40,40,7.0,264,264,6.44
6,7,45,45,7.51,309,309,6.6
7,8,38,38,8.21,347,347,6.77
