,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.55,49,49,9.55
1,2,44,44,8.86,93,93,9.23
2,3,43,43,9.26,136,136,9.24
3,4,47,47,9.3,183,183,9.25
4,5,48,48,9.75,231,231,9.35
5,6,40,40,9.7,271,271,9.41
6,7,41,41,9.56,312,312,9.43
7,8,40,40,9.85,352,352,9.47
