,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.45,49,49,8.45
1,2,44,44,8.2,93,93,8.33
2,3,43,43,8.44,136,136,8.37
3,4,47,47,8.49,183,183,8.4
4,5,42,42,9.62,225,225,8.63
5,6,40,40,8.82,265,265,8.66
6,7,41,41,8.39,306,306,8.62
7,8,40,40,8.3,346,346,8.58
