,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.65,49,49,5.65
1,2,44,44,6.2,93,93,5.91
2,3,46,46,7.46,139,139,6.42
3,4,46,46,7.61,185,185,6.72
4,5,39,39,7.77,224,224,6.9
5,6,40,40,7.5,264,264,6.99
6,7,45,45,8.24,309,309,7.17
7,8,40,40,7.7,349,349,7.23
