,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.49,49,49,8.49
1,2,44,44,8.52,93,93,8.51
2,3,43,43,8.74,136,136,8.58
3,4,47,47,8.34,183,183,8.52
4,5,42,42,9.52,225,225,8.71
5,6,40,40,9.35,265,265,8.8
6,7,41,41,9.66,306,306,8.92
7,8,40,40,9.85,346,346,9.03
