,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.41,49,49,8.41
1,2,44,44,7.95,93,93,8.19
2,3,47,47,8.47,140,140,8.29
3,4,49,49,8.41,189,189,8.32
4,5,46,46,8.96,235,235,8.44
5,6,46,46,9.04,281,281,8.54
6,7,40,40,8.9,321,321,8.59
7,8,40,40,8.85,361,361,8.61
