,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.22,49,49,8.22
1,2,44,44,8.52,93,93,8.37
2,3,47,47,8.47,140,140,8.4
3,4,49,49,8.08,189,189,8.32
4,5,46,46,6.96,235,235,8.05
5,6,46,46,7.09,281,281,7.89
6,7,40,40,7.55,321,321,7.85
7,8,40,40,8.25,361,361,7.89
