,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.47,49,49,8.47
1,2,44,44,8.2,93,93,8.34
2,3,47,47,9.0,140,140,8.56
3,4,49,49,8.69,189,189,8.6
4,5,46,46,9.48,235,235,8.77
5,6,46,46,9.7,281,281,8.92
6,7,40,40,9.8,321,321,9.03
7,8,40,40,9.55,361,361,9.09
