,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.45,49,49,7.45
1,2,44,44,8.11,93,93,7.76
2,3,44,44,7.89,137,137,7.8
3,4,44,44,7.3,181,181,7.68
4,5,42,42,8.07,223,223,7.75
5,6,47,47,7.89,270,270,7.78
6,7,40,40,8.45,310,310,7.86
7,8,40,40,7.65,350,350,7.84
