,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.22,49,49,8.22
1,2,44,44,7.64,93,93,7.95
2,3,47,47,7.96,140,140,7.95
3,4,49,49,8.57,189,189,8.11
4,5,46,46,7.74,235,235,8.04
5,6,46,46,9.22,281,281,8.23
6,7,40,40,8.75,321,321,8.3
7,8,40,40,9.55,361,361,8.43
