,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.47,49,49,7.47
1,2,44,44,6.75,93,93,7.13
2,3,43,43,7.02,136,136,7.1
3,4,47,47,7.6,183,183,7.22
4,5,42,42,8.1,225,225,7.39
5,6,40,40,8.0,265,265,7.48
6,7,41,41,8.46,306,306,7.61
7,8,40,40,9.1,346,346,7.78
