,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.94,49,49,8.94
1,2,44,44,8.43,93,93,8.7
2,3,44,44,8.55,137,137,8.65
3,4,44,44,9.32,181,181,8.81
4,5,36,36,9.44,217,217,8.92
5,6,47,47,9.0,264,264,8.93
6,7,40,40,9.4,304,304,8.99
7,8,40,40,9.0,344,344,8.99
