,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,8.5,40,40,8.5
1,2,46,46,8.78,86,86,8.65
2,3,50,50,8.0,136,136,8.41
3,4,45,45,9.0,181,181,8.56
