,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.02,49,49,9.02
1,2,44,44,8.84,93,93,8.94
2,3,46,46,9.41,139,139,9.09
3,4,46,46,9.33,185,185,9.15
4,5,39,39,9.46,224,224,9.21
5,6,40,40,9.7,264,264,9.28
6,7,45,45,9.6,309,309,9.33
7,8,38,38,8.95,347,347,9.29
