,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.61,49,49,6.61
1,2,44,44,5.64,93,93,6.15
2,3,43,43,6.14,136,136,6.15
3,4,47,47,5.91,183,183,6.09
4,5,42,42,6.17,225,225,6.1
5,6,40,40,5.92,265,265,6.08
6,7,41,41,7.44,306,306,6.26
7,8,40,40,7.4,346,346,6.39
