,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.67,49,49,8.67
1,2,44,44,8.5,93,93,8.59
2,3,43,43,8.12,136,136,8.44
3,4,47,47,8.09,183,183,8.35
4,5,48,48,7.94,231,231,8.26
5,6,40,40,8.25,271,271,8.26
6,7,41,41,8.02,312,312,8.23
7,8,40,40,8.55,352,352,8.27
